DATE         	TIME          	SORTER_ID	WAVE	STN/BIN_ID	EVENT_ID	QUANTITY	BARCODE       	DESCRIPTION
2016/12/07	11:00:48 AM	   303	         860	     100  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     99  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     98  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     97  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     96  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     95  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     94  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     93  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     92  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     91  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     90  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     89  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     88  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     87  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     86  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     85  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     84  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     83  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     82  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     81  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     80  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     79  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     78  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     77  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     76  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     75  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     74  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     73  	     57  	        	               	SRT File Created
2016/12/07	11:00:48 AM	   303	         860	     72  	     57  	        	               	SRT File Created
